case_id,matrix_id,method,prototype_id,backbone_variant,density_level,replicate,production_seed,generation_success,error_type,error_message,ordinary_l1_count,selected_l1_only_count,selected_l2_count,branchunit_count,stage3_runtime_seconds,stage4_runtime_seconds,conflict_graph_runtime_seconds,selection_runtime_seconds,render_runtime_seconds,total_runtime_seconds,l1_candidate_count,branchunit_candidate_count,conflict_edge_count,pair_penalty_count,search_node_count,search_node_limit,search_node_limit_reached,case_dir,mechanical_evaluation_success,internal_unit_crossing_count,cross_unit_crossing_count,ordinary_backbone_nonroot_crossing_count,ordinary_support_crossing_count,periodic_crossing_count,minimum_cross_unit_clearance,minimum_full_unit_clearance_required,clearance_violation_count,flower_region_intrusion_curve_count,backbone_seam_position_gap,backbone_seam_tangent_dot,periodic_seam_violation_count,parallel_cotravel_total,parallel_cotravel_peak,l1_layout_crossing_count,l1_layout_periodic_crossing_count,l1_layout_minimum_clearance,l1_layout_parallel_cotravel_total,l1_layout_parallel_cotravel_peak,l1_count,l2_count,branchunit_count_evaluated,ordinary_total_length,ordinary_mean_length,mean_backbone_excursion,vertical_span,occupied_area_ratio,upper_allocation_ratio,lower_allocation_ratio,hierarchy_l1_only_ratio,hierarchy_single_l2_ratio,hierarchy_opposed_l2_ratio,density_resource_D,root_hist_0,root_hist_1,root_hist_2,root_hist_3,root_hist_4,root_hist_5,root_hist_6,root_hist_7,root_gap_q25,root_gap_q50,root_gap_q75,root_gap_max,root_coverage_qcov,root_concentration,mechanical_evaluation_error,rq_use,backbone_seed,flower_seed,branch_seed,unit_seed,backbone_seed_source,flower_seed_source,branch_seed_source,unit_seed_source,allocation_rule
A142,A,Ours,proto_sw_1_3,swept,simple,6,200005,1,,,4,3,2,4,28.381504999939352,1.0685879001393914,0.1401647999882698,0.0055321999825537205,0.020153600024059415,29.625862900167704,885,100,43,30,90,300000,0,raw_cases/A142,1,0,0,0,0,0,0.10669151528880595,0.041459216,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.10669151528880595,0.0,0.0,4,2,4,1.1424016785353053,0.19040027975588417,0.07488433549518185,0.774299998,0.01603047331871345,0.5,0.5,0.75,0.0,0.25,0.250848102,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.15151515100000001,0.1515151515,0.2500000005,0.545454546,0.454545454,0.25,,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A143,A,Ours,proto_sw_1_3,swept,medium,6,200005,1,,,6,4,3,6,28.472648499999195,1.5696849999949336,1.3245363999158144,0.0071928000543266535,0.020869400119408965,31.40431290003471,885,150,122,175,299,300000,0,raw_cases/A143,1,0,0,0,0,0,0.06675289615076052,0.041459216,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.06677064200599661,0.0,0.0,6,3,6,1.530582322057442,0.1700647024508269,0.09012606844641341,0.754715582,0.023568850511695907,0.5,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.651647997,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.12121212125,0.1363636365,0.15151515100000001,0.363636364,0.636363636,0.16666666666666666,,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A144,A,Ours,proto_sw_1_3,swept,rich,6,200005,1,,,6,4,3,6,28.353846000041813,1.5956842999439687,0.9123881000559777,0.005805900087580085,0.021105999825522304,30.89844060014002,885,150,155,159,351,300000,0,raw_cases/A144,1,0,0,0,0,0,0.06937806442404093,0.041459216,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.06938412425442164,0.0,0.0,6,3,6,1.5048477308919983,0.16720530343244425,0.06975196427833137,0.944608285,0.0234375,0.5,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.71109509,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0984848485,0.121212121,0.12121212174999998,0.48484848399999997,0.515151516,0.3333333333333333,,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,3616305472,4185442326,2083021513,2157334348,200005,200005,200005,200005,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A145,A,Ours,proto_sw_1_3,expanded,simple,7,200006,1,,,4,3,1,4,13.178964899852872,1.4116633001249284,0.33429610007442534,0.0014135001692920923,0.018961899913847446,14.957454200135544,868,100,0,0,107,300000,0,raw_cases/A145,1,0,0,0,0,0,0.16840768763603792,0.041459216,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.16849276453111742,0.0,0.0,4,1,4,0.829654089354199,0.1659308178708398,0.0826774735687631,0.7232356019999999,0.014928271198830409,0.5,0.5,0.75,0.25,0.0,0.168193979,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.14393939425,0.166666667,0.27272727274999997,0.545454545,0.454545455,0.25,,,,,,,,,,,
A146,A,Ours,proto_sw_1_3,expanded,medium,7,200006,1,,,5,4,1,5,13.22034060000442,1.674174000043422,0.595657299971208,0.0020027998834848404,0.01814830000512302,15.523650099989027,868,125,47,60,98,300000,0,raw_cases/A146,1,0,0,0,0,0,0.05305187528525039,0.041459216,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.053068345325762274,0.0,0.0,5,1,5,1.052391266825266,0.17539854447087766,0.06757629413873943,0.727700394,0.01896016081871345,0.4,0.6,0.8,0.2,0.0,0.439269652,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.151515152,0.181818182,0.181818182,0.363636363,0.636363637,0.2,,,,,,,,,,,
A147,A,Ours,proto_sw_1_3,expanded,rich,7,200006,1,,,6,5,1,6,13.240496900165454,2.050565900048241,1.0043633000459522,0.002280700020492077,0.018503400031477213,16.32902149995789,868,150,39,48,116,300000,0,raw_cases/A147,1,0,0,0,0,0,0.059405907795953096,0.041459216,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.059559949459088546,0.02528830548291961,0.02528830548291961,6,1,6,1.2965165413841726,0.18521664876916752,0.07302085360025816,0.72673424,0.021787052266081873,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.726821367,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0984848485,0.1363636365,0.1742424245,0.363636363,0.636363637,0.16666666666666666,,,,,,,,,,,
A148,A,Ours,proto_sw_1_3,compact,simple,7,200006,1,,,4,3,1,4,29.767324900021777,1.346917900023982,0.8826113999821246,0.001746899913996458,0.017603099811822176,32.02773970016278,1326,100,207,207,287,300000,0,raw_cases/A148,1,0,0,0,0,0,0.046863135964323135,0.041459216,0,0,0.0,1.0,0,0.0,0.0,0,0,0.04690107491914212,0.14527078018143136,0.14527078018143136,4,1,4,1.0565442298075236,0.21130884596150473,0.07877705575808178,0.9647512220000001,0.016161823830409358,0.5,0.5,0.75,0.25,0.0,0.218825535,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.16666666625,0.1818181815,0.26515151525,0.515151515,0.484848485,0.25,,,,,,,,,,,
A149,A,Ours,proto_sw_1_3,compact,medium,7,200006,1,,,6,5,1,6,30.007331399945542,2.010480099823326,1.3624809000175446,0.0019070999696850777,0.017409499967470765,33.41488860012032,1326,150,62,28,373,300000,0,raw_cases/A149,1,0,0,0,0,0,0.04222990119787903,0.041459216,0,0,0.0,1.0,0,0.0,0.0,0,0,0.04222990119787903,0.0,0.0,6,1,6,1.3083324470031152,0.18690463528615936,0.07596427876800868,0.896156093,0.021084612573099414,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.673899464,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.090909091,0.121212121,0.15151515175000002,0.424242424,0.575757576,0.16666666666666666,,,,,,,,,,,
A150,A,Ours,proto_sw_1_3,compact,rich,7,200006,1,,,6,5,1,6,29.958188499789685,2.033082399982959,1.0745240999385715,0.0015921001322567463,0.017394599970430136,33.09979179990478,1326,150,0,0,219,300000,0,raw_cases/A150,1,0,0,0,0,0,0.11372870362712882,0.041459216,0,0,0.0,1.0,0,0.0,0.0,0,0,0.11372870362712882,0.0,0.0,6,1,6,1.3157478987692832,0.18796398553846902,0.07769498142753696,0.8751971439999999,0.023671646564327485,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.723516686,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0984848485,0.136363636,0.15151515175000002,0.393939394,0.606060606,0.16666666666666666,,,,,,,,,,,
A151,A,Ours,proto_sw_1_3,swept,simple,7,200006,1,,,4,3,1,4,22.28048129985109,1.4710335999261588,0.5078499000519514,0.0012218998745083809,0.018016699934378266,24.289071999955922,819,100,0,0,86,300000,0,raw_cases/A151,1,0,0,0,0,0,0.15514712836666328,0.041459216,0,0,0.0,0.9999999999999999,0,0.0,0.0,0,0,0.15514712836666325,0.0,0.0,4,1,4,0.9517912655922827,0.19035825311845653,0.0672504567661042,0.7243361629999999,0.016961348684210526,0.5,0.5,0.75,0.25,0.0,0.23961208,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.15151515175,0.151515152,0.25000000025,0.545454545,0.454545455,0.25,,,,,,,,,,,
A152,A,Ours,proto_sw_1_3,swept,medium,7,200006,1,,,5,4,1,5,22.047173600178212,1.7490748998243362,0.5641695000231266,0.001456600148230791,0.01628839992918074,24.390374300070107,819,125,0,0,154,300000,0,raw_cases/A152,1,0,0,0,0,0,0.15514712836666328,0.041459216,0,0,0.0,0.9999999999999999,0,0.0,0.0,0,0,0.15514712836666325,0.0,0.0,5,1,5,1.076156952367004,0.17935949206116733,0.07621030420203505,0.7501049269999999,0.019285681652046784,0.4,0.6,0.8,0.2,0.0,0.445701429,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.151515152,0.15151515200000001,0.242424242,0.303030303,0.696969697,0.2,,,,,,,,,,,
A153,A,Ours,proto_sw_1_3,swept,rich,7,200006,1,,,6,5,1,6,19.76224569999613,2.0700226000044495,0.7490171999670565,0.0015728999860584736,0.016056899912655354,22.60941579984501,819,150,0,0,172,300000,0,raw_cases/A153,1,0,0,0,0,0,0.09690437059900348,0.041459216,0,0,0.0,0.9999999999999999,0,0.0,0.0,0,0,0.09706032384850205,0.0,0.0,6,1,6,1.2080594620426666,0.17257992314895235,0.07545701277644165,0.7065469249999999,0.017897934941520467,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.64978991,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.09848484874999999,0.13636363699999998,0.2196969695,0.303030303,0.696969697,0.3333333333333333,,,,,,,,,,,
A154,A,Ours,proto_sw_1_3,expanded,simple,8,200007,1,,,4,3,1,4,13.281467799795792,1.3970912001095712,0.32532470021396875,0.0017987999599426985,0.01787679991684854,15.066917499992996,870,100,75,76,117,300000,0,raw_cases/A154,1,0,0,0,0,0,0.07078124289997517,0.041459216,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.07078124289997517,0.0,0.0,4,1,4,1.041533980090355,0.20830679601807103,0.07085658828200307,0.49545612999999994,0.012038559941520468,0.5,0.5,0.75,0.25,0.0,0.254083729,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.1136363635,0.1969696965,0.333333333,0.515151516,0.484848484,0.25,,,,,,,,,,,
A155,A,Ours,proto_sw_1_3,expanded,medium,8,200007,1,,,5,4,1,5,13.276003000093624,1.6176646000239998,1.0732055997941643,0.0015946000348776579,0.01621009991504252,15.99486910016276,870,125,213,185,173,300000,0,raw_cases/A155,1,0,0,0,0,0,0.08156069949558546,0.041459216,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.08156069949558546,0.0,0.0,5,1,5,1.0431640647719527,0.1738606774619921,0.08198164264933452,0.6927286589999999,0.015025356359649123,0.6,0.4,0.8,0.2,0.0,0.485976355,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.090909091,0.15151515100000001,0.151515152,0.515151516,0.484848484,0.4,,,,,,,,,,,
A156,A,Ours,proto_sw_1_3,expanded,rich,8,200007,1,,,6,5,1,6,11.180601299973205,1.9113299001473933,1.2966463998891413,0.001589599996805191,0.01747030019760132,14.418282999889925,870,150,209,213,135,300000,0,raw_cases/A156,1,0,0,0,0,0,0.08156069949558546,0.041459216,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.08156069949558546,0.0,0.0,6,1,6,1.2865508941853825,0.18379298488362603,0.06432207714457673,0.7946019870000001,0.021164565058479533,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.747599241,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.106060606,0.1515151515,0.151515152,0.363636364,0.636363636,0.3333333333333333,,,,,,,,,,,
A157,A,Ours,proto_sw_1_3,compact,simple,8,200007,1,,,4,3,1,4,25.24759369995445,1.1773604999762028,0.7819507999811321,0.0014496000949293375,0.015158299822360277,27.234428300056607,1336,100,12,48,114,300000,0,raw_cases/A157,1,0,0,0,0,0,0.09917167339528489,0.041459216,0,0,0.0,1.0,0,0.0,0.0,0,0,0.09920656158389547,0.0,0.0,4,1,4,0.9711245648245364,0.19422491296490726,0.042401039665890906,0.823297607,0.017355400219298246,0.5,0.5,0.75,0.25,0.0,0.214991595,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.15151515175,0.166666667,0.26515151525,0.515151515,0.484848485,0.25,,,,,,,,,,,
A158,A,Ours,proto_sw_1_3,compact,medium,8,200007,1,,,6,5,1,6,25.07562359981239,1.7724586999975145,1.4700045001227409,0.0020483999978750944,0.018773999996483326,28.35209900001064,1336,150,97,102,243,300000,0,raw_cases/A158,1,0,0,0,0,0,0.05358671156545772,0.041459216,0,0,0.0,1.0,0,0.0,0.0,0,0,0.061782155143825075,0.0,0.0,6,1,6,1.3092678150585784,0.18703825929408263,0.05313403730528201,0.811741578,0.021661412646198832,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.651073269,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0984848485,0.136363636,0.15151515175,0.393939394,0.606060606,0.16666666666666666,,,,,,,,,,,
A159,A,Ours,proto_sw_1_3,compact,rich,8,200007,1,,,6,5,1,6,24.732602800009772,1.7632979999762028,1.2887027999386191,0.002665399806573987,0.02027109987102449,27.818489199969918,1336,150,96,108,243,300000,0,raw_cases/A159,1,0,0,0,0,0,0.08457509860903208,0.041459216,0,0,0.0,1.0,0,0.0,0.0,0,0,0.08466049345207491,0.0,0.0,6,1,6,1.2793192449903878,0.18275989214148397,0.06694096169877745,1.0406345689999998,0.0221468384502924,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.72258468,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.121212121,0.12121212100000002,0.14393939425,0.393939394,0.606060606,0.16666666666666666,,,,,,,,,,,
A160,A,Ours,proto_sw_1_3,swept,simple,8,200007,1,,,4,3,1,4,23.72885339986533,1.0366461998783052,0.8170593997929245,0.005456100217998028,0.019949600100517273,25.616889899829403,814,100,225,280,179,300000,0,raw_cases/A160,1,0,0,0,0,0,0.0889325999264071,0.041459216,0,0,0.0,1.0000000000000004,0,0.0,0.0,0,0,0.08894533417206557,0.0,0.0,4,1,4,1.0058783466267658,0.20117566932535316,0.07514532492893548,0.580932447,0.017835115131578948,0.5,0.5,0.75,0.25,0.0,0.217203394,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.1439393935,0.1515151515,0.257575758,0.575757576,0.424242424,0.25,,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A161,A,Ours,proto_sw_1_3,swept,medium,8,200007,1,,,6,5,1,6,23.75618500006385,1.5889793001115322,0.5206758000422269,0.007120399968698621,0.02816090011037886,25.911590799922124,814,150,70,49,196,300000,0,raw_cases/A161,1,0,0,0,0,0,0.041966590423381044,0.041459216,0,0,0.0,1.0000000000000004,0,0.0,0.0,0,0,0.04193739058748663,0.07988180805661832,0.07988180805661832,6,1,6,1.1801828528988045,0.16859755041411492,0.05831273502200838,0.7634368739999999,0.019536960891812866,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.573930157,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.12121212125,0.13636363699999998,0.1742424245,0.333333333,0.666666667,0.16666666666666666,,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A162,A,Ours,proto_sw_1_3,swept,rich,8,200007,1,,,6,5,1,6,23.704419099958614,1.6927960000466555,0.819283900083974,0.005523700034245849,0.020601800177246332,26.252348200185224,814,150,19,54,176,300000,0,raw_cases/A162,1,0,0,0,0,0,0.08752861259024208,0.041459216,0,0,0.0,1.0000000000000004,0,0.0,0.0,0,0,0.08753114314286745,0.0,0.0,6,1,6,1.2971981746896364,0.18531402495566235,0.072586656368935,0.7416378969999999,0.023260462353801168,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.712678013,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.090909091,0.12121212149999999,0.21969697024999998,0.333333333,0.666666667,0.3333333333333333,,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,1923210920,721235226,3962232460,3148415715,200007,200007,200007,200007,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A163,A,Ours,proto_sw_1_3,expanded,simple,9,200008,1,,,4,3,1,4,10.847421600017697,1.092723899986595,0.715111400000751,0.0012894000392407179,0.014541300013661385,12.681418800028041,862,100,61,115,138,300000,0,raw_cases/A163,1,0,0,0,0,0,0.08254136871678355,0.041459216,0,0,0.0,0.9999999999999999,0,0.0,0.0,0,0,0.0825883893080181,0.0,0.0,4,1,4,1.077736804511676,0.2155473609023352,0.08706739007989167,0.748134423,0.01914862024853801,0.5,0.5,0.75,0.25,0.0,0.300708047,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.136363636,0.1515151515,0.2651515155,0.606060606,0.393939394,0.25,,,,,,,,,,,
A164,A,Ours,proto_sw_1_3,expanded,medium,9,200008,1,,,6,5,2,6,10.766554099973291,1.8238915000110865,0.3390673000831157,0.0014613999519497156,0.016300899907946587,12.958496200153604,862,150,0,0,171,300000,0,raw_cases/A164,1,0,0,0,0,0,0.07678561898750506,0.041459216,0,0,0.0,0.9999999999999999,0,0.0,0.0,0,0,0.07678561898750506,0.0,0.0,6,2,6,1.2065554907568248,0.1508194363446031,0.07093905757855964,0.691391739,0.02113029970760234,0.5,0.5,0.8333333333333334,0.0,0.16666666666666666,0.555997249,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.106060606,0.1515151515,0.17424242375000001,0.333333334,0.666666666,0.16666666666666666,,,,,,,,,,,
A165,A,Ours,proto_sw_1_3,expanded,rich,9,200008,1,,,6,5,2,6,9.27271779999137,1.6722849998623133,0.6461650000419468,0.0016259001567959785,0.019183999858796597,11.622396900085732,862,150,0,0,237,300000,0,raw_cases/A165,1,0,0,0,0,0,0.12900266761552737,0.041459216,0,0,0.0,0.9999999999999999,0,0.0,0.0,0,0,0.14224438493737868,0.0,0.0,6,2,6,1.3025440557914953,0.16281800697393695,0.07741478997939003,0.77243975,0.022717927631578948,0.5,0.5,0.8333333333333334,0.0,0.16666666666666666,0.70582598,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.12121212125,0.1363636365,0.17424242350000002,0.333333334,0.666666666,0.16666666666666666,,,,,,,,,,,
A166,A,Ours,proto_sw_1_3,compact,simple,9,200008,1,,,4,3,1,4,21.41070259991102,1.1198966999072582,0.5784579999744892,0.0012982001062482595,0.015149800106883049,23.136300600133836,1155,100,60,100,126,300000,0,raw_cases/A166,1,0,0,0,0,0,0.10045933825837808,0.041459216,0,0,0.0,1.0,0,0.0,0.0,0,0,0.10056922699813922,0.0,0.0,4,1,4,1.0633729186356538,0.21267458372713074,0.06452982130864539,0.902535923,0.01689281798245614,0.5,0.5,0.75,0.25,0.0,0.253578164,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.1742424245,0.181818182,0.2575757575,0.484848484,0.515151516,0.25,,,,,,,,,,,
A167,A,Ours,proto_sw_1_3,compact,medium,9,200008,1,,,6,5,2,6,21.319195199990645,1.9207359000574797,2.0099401001352817,0.0019370000809431076,0.018932900158688426,25.282123000128195,1155,150,198,296,153,300000,0,raw_cases/A167,1,0,0,0,0,0,0.053678876823896125,0.041459216,0,0,0.0,1.0,0,0.0,0.0,0,0,0.05375656906025918,0.0,0.0,6,2,6,1.4247555427378915,0.17809444284223644,0.08289649930263433,0.688058468,0.01937705592105263,0.5,0.5,0.8333333333333334,0.0,0.16666666666666666,0.682255626,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.090909091,0.090909091,0.13636363675,0.484848484,0.515151516,0.3333333333333333,,,,,,,,,,,
A168,A,Ours,proto_sw_1_3,compact,rich,9,200008,1,,,6,5,2,6,22.484008600004017,2.043450600001961,1.263550299918279,0.0019662000704556704,0.017228000098839402,25.82557970006019,1155,150,40,133,210,300000,0,raw_cases/A168,1,0,0,0,0,0,0.08226091121844457,0.041459216,0,0,0.0,1.0,0,0.0,0.0,0,0,0.08237137626974592,0.0,0.0,6,2,6,1.4213047391156035,0.17766309238945044,0.08592841537119536,0.9151942519999999,0.016041895102339183,0.5,0.5,0.8333333333333334,0.0,0.16666666666666666,0.705165638,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.090909091,0.090909091,0.13636363675,0.484848484,0.515151516,0.3333333333333333,,,,,,,,,,,
A169,A,Ours,proto_sw_1_3,swept,simple,9,200008,1,,,4,3,1,4,25.908530399901792,1.1169311001431197,0.3847783000674099,0.00519739999435842,0.019759600050747395,27.44411229994148,888,100,76,171,114,300000,0,raw_cases/A169,1,0,0,0,0,0,0.08672456850714201,0.041459216,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.08672727111732241,0.0,0.0,4,1,4,1.0633729176524185,0.21267458353048369,0.06089471223586081,0.833221774,0.01686997441520468,0.5,0.5,0.75,0.25,0.0,0.247849093,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.1742424245,0.181818182,0.2575757575,0.484848484,0.515151516,0.25,,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A170,A,Ours,proto_sw_1_3,swept,medium,9,200008,1,,,5,4,1,5,26.429038800066337,1.4117781999520957,0.4973689999897033,0.006123800063505769,0.02030069986358285,28.37429069983773,888,125,0,2,100,300000,0,raw_cases/A170,1,0,0,0,0,0,0.10529494144934703,0.041459216,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.10529494144934703,0.0,0.0,5,1,5,1.0694734144520068,0.17824556907533448,0.073259012118846,0.8599639619999999,0.018320540935672515,0.6,0.4,0.8,0.2,0.0,0.431963051,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.12121212199999998,0.15151515100000001,0.151515152,0.484848484,0.515151516,0.2,,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A171,A,Ours,proto_sw_1_3,swept,rich,9,200008,1,,,6,5,1,6,26.273998300079256,1.672268700087443,0.8912738999351859,0.007471099961549044,0.02182620018720627,28.87907180003822,888,150,17,48,223,300000,0,raw_cases/A171,1,0,0,0,0,0,0.10949072362657013,0.041459216,0,0,0.0,1.0000000000000002,0,0.0,0.0,0,0,0.10949072362657013,0.0,0.0,6,1,6,1.3103381119631445,0.1871911588518778,0.08107791715325412,0.9626706289999999,0.020045230263157895,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.737449016,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.121212121,0.121212121,0.12121212174999998,0.424242424,0.575757576,0.16666666666666666,,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,3158511072,3080658514,3482159800,1542305865,200008,200008,200008,200008,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A172,A,Ours,proto_sw_1_3,expanded,simple,10,200009,1,,,4,3,1,4,18.00410409993492,1.1604589999187738,0.6419736000243574,0.005791899980977178,0.019936499884352088,19.841159699950367,868,100,0,60,166,300000,0,raw_cases/A172,1,0,0,0,0,0,0.12022718625965918,0.041459216,0,0,0.0,1.0,0,0.0,0.0,0,0,0.12022693268706702,0.0,0.0,4,1,4,1.0662470858302386,0.21324941716604778,0.08053160480364026,0.801158075,0.016441657529239765,0.5,0.5,0.75,0.25,0.0,0.248608735,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.14393939425,0.151515152,0.25757575775,0.575757575,0.424242425,0.25,,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
A173,A,Ours,proto_sw_1_3,expanded,medium,10,200009,1,,,6,4,2,6,17.952920999843627,1.7251510000787675,0.5095184999518096,0.0053720001596957445,0.020474999910220504,20.222800499992445,868,150,75,63,135,300000,0,raw_cases/A173,1,0,0,0,0,0,0.05371286237450444,0.041459216,0,0,0.0,1.0,0,0.0,0.0,0,0,0.05367859975187664,0.04029085579501587,0.04029085579501587,6,2,6,1.0724876455296153,0.1340609556912019,0.06303978402757515,0.7003880039999999,0.01581345942982456,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.534975693,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.09848484874999999,0.12121212199999999,0.1893939395,0.363636363,0.636363637,0.3333333333333333,,RQ1;RQ3_BACKBONE;RQ3_DENSITY;RQ4_GENERATED,101358191,2724857067,3911812596,1265668154,200009,200009,200009,200009,production seeds 200000-200009; explicit variant and density overrides; four domain seeds paired within replicate
